dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
15/09/2020,15,9,2020,5573,199,Colombia,CO,COL,50339443,America,212.0087026
14/09/2020,14,9,2020,7355,190,Colombia,CO,COL,50339443,America,215.300356
13/09/2020,13,9,2020,6876,216,Colombia,CO,COL,50339443,America,216.6293338
12/9/2020,12,9,2020,7424,243,Colombia,CO,COL,50339443,America,221.6313756
11/9/2020,11,9,2020,7808,222,Colombia,CO,COL,50339443,America,223.7648915
10/9/2020,10,9,2020,7343,236,Colombia,CO,COL,50339443,America,227.6266744
9/9/2020,9,9,2020,7665,202,Colombia,CO,COL,50339443,America,233.1869266
8/9/2020,8,9,2020,5327,203,Colombia,CO,COL,50339443,America,238.6836104
7/9/2020,7,9,2020,8065,256,Colombia,CO,COL,50339443,America,249.0571856
6/9/2020,6,9,2020,8394,268,Colombia,CO,COL,50339443,America,249.0154688
5/9/2020,5,9,2020,8488,270,Colombia,CO,COL,50339443,America,254.1227959
4/9/2020,4,9,2020,8235,270,Colombia,CO,COL,50339443,America,253.9857265
3/9/2020,3,9,2020,9270,296,Colombia,CO,COL,50339443,America,260.5531412
2/9/2020,2,9,2020,8901,389,Colombia,CO,COL,50339443,America,268.0740826
1/9/2020,1,9,2020,7230,299,Colombia,CO,COL,50339443,America,275.1480584
31/10/2020,31,10,2020,10029,209,Colombia,CO,COL,50339443,America,234.0053703
30/10/2020,30,10,2020,11187,173,Colombia,CO,COL,50339443,America,230.7137169
29/10/2020,29,10,2020,8717,188,Colombia,CO,COL,50339443,America,222.0445705
28/10/2020,28,10,2020,8166,217,Colombia,CO,COL,50339443,America,216.7683898
27/10/2020,27,10,2020,9167,194,Colombia,CO,COL,50339443,America,210.5088847
26/10/2020,26,10,2020,8174,154,Colombia,CO,COL,50339443,America,207.7277653
25/10/2020,25,10,2020,8769,198,Colombia,CO,COL,50339443,America,208.5124383
24/10/2020,24,10,2020,8672,166,Colombia,CO,COL,50339443,America,207.8727808
23/10/2020,23,10,2020,8570,172,Colombia,CO,COL,50339443,America,206.7782117
22/10/2020,22,10,2020,7561,192,Colombia,CO,COL,50339443,America,206.6312097
21/10/2020,21,10,2020,8256,170,Colombia,CO,COL,50339443,America,207.254975
20/10/2020,20,10,2020,6311,132,Colombia,CO,COL,50339443,America,206.0511476
19/10/2020,19,10,2020,7201,167,Colombia,CO,COL,50339443,America,207.6304261
18/10/2020,18,10,2020,7017,187,Colombia,CO,COL,50339443,America,207.042418
17/10/2020,17,10,2020,8372,159,Colombia,CO,COL,50339443,America,206.245826
16/10/2020,16,10,2020,6823,151,Colombia,CO,COL,50339443,America,201.9152258
15/10/2020,15,10,2020,6061,165,Colombia,CO,COL,50339443,America,199.6049102
14/10/2020,14,10,2020,5015,156,Colombia,CO,COL,50339443,America,198.7626283
13/10/2020,13,10,2020,7767,151,Colombia,CO,COL,50339443,America,200.3995157
12/10/2020,12,10,2020,8569,174,Colombia,CO,COL,50339443,America,195.1948495
11/10/2020,11,10,2020,8447,165,Colombia,CO,COL,50339443,America,192.1137665
10/10/2020,10,10,2020,8121,164,Colombia,CO,COL,50339443,America,190.6715575
9/10/2020,9,10,2020,8496,151,Colombia,CO,COL,50339443,America,189.4260133
8/10/2020,8,10,2020,7875,163,Colombia,CO,COL,50339443,America,185.57019
7/10/2020,7,10,2020,7650,173,Colombia,CO,COL,50339443,America,183.2976181
6/10/2020,6,10,2020,7106,132,Colombia,CO,COL,50339443,America,182.2090086
5/10/2020,5,10,2020,6905,156,Colombia,CO,COL,50339443,America,178.7385689
4/10/2020,4,10,2020,6616,159,Colombia,CO,COL,50339443,America,178.2876302
3/10/2020,3,10,2020,6192,201,Colombia,CO,COL,50339443,America,180.8919499
2/10/2020,2,10,2020,5660,198,Colombia,CO,COL,50339443,America,181.5554455
1/10/2020,1,10,2020,5637,170,Colombia,CO,COL,50339443,America,185.3457139
30/11/2020,30,11,2020,8763,183,Colombia,CO,COL,50339443,America,217.7815118
29/11/2020,29,11,2020,9103,187,Colombia,CO,COL,50339443,America,215.7532812
28/11/2020,28,11,2020,10023,195,Colombia,CO,COL,50339443,America,214.1720162
27/11/2020,27,11,2020,9496,159,Colombia,CO,COL,50339443,America,211.5140607
26/11/2020,26,11,2020,8497,183,Colombia,CO,COL,50339443,America,209.9049845
25/11/2020,25,11,2020,7515,198,Colombia,CO,COL,50339443,America,210.2109076
24/11/2020,24,11,2020,6562,192,Colombia,CO,COL,50339443,America,210.4035994
23/11/2020,23,11,2020,7924,183,Colombia,CO,COL,50339443,America,207.6502912
22/11/2020,22,11,2020,7049,175,Colombia,CO,COL,50339443,America,206.6888186
21/11/2020,21,11,2020,7954,168,Colombia,CO,COL,50339443,America,209.9963641
20/11/2020,20,11,2020,7487,198,Colombia,CO,COL,50339443,America,213.576062
19/11/2020,19,11,2020,6875,182,Colombia,CO,COL,50339443,America,218.3556143
18/11/2020,18,11,2020,5911,158,Colombia,CO,COL,50339443,America,221.9651099
17/11/2020,17,11,2020,6471,192,Colombia,CO,COL,50339443,America,222.4120756
16/11/2020,16,11,2020,7742,202,Colombia,CO,COL,50339443,America,229.2933595
15/11/2020,15,11,2020,8307,160,Colombia,CO,COL,50339443,America,232.0645463
14/11/2020,14,11,2020,8685,178,Colombia,CO,COL,50339443,America,237.479783
13/11/2020,13,11,2020,8686,179,Colombia,CO,COL,50339443,America,240.1496576
12/11/2020,12,11,2020,8651,164,Colombia,CO,COL,50339443,America,245.1179287
11/11/2020,11,11,2020,7612,174,Colombia,CO,COL,50339443,America,245.2490386
10/11/2020,10,11,2020,5176,183,Colombia,CO,COL,50339443,America,246.3495673
9/11/2020,9,11,2020,7440,196,Colombia,CO,COL,50339443,America,254.277744
8/11/2020,8,11,2020,8714,190,Colombia,CO,COL,50339443,America,255.7358452
7/11/2020,7,11,2020,9756,196,Colombia,CO,COL,50339443,America,255.8451034
6/11/2020,6,11,2020,9893,196,Colombia,CO,COL,50339443,America,253.6917224
5/11/2020,5,11,2020,8692,166,Colombia,CO,COL,50339443,America,251.0635646
4/11/2020,4,11,2020,6136,177,Colombia,CO,COL,50339443,America,248.8168175
3/11/2020,3,11,2020,9935,155,Colombia,CO,COL,50339443,America,253.0282268
2/11/2020,2,11,2020,9137,201,Colombia,CO,COL,50339443,America,245.8291007
1/11/2020,1,11,2020,11033,179,Colombia,CO,COL,50339443,America,241.9832099
14/12/2020,14,12,2020,8702,187,Colombia,CO,COL,50339443,America,233.2127513
13/12/2020,13,12,2020,8163,197,Colombia,CO,COL,50339443,America,233.3339286
12/12/2020,12,12,2020,8998,185,Colombia,CO,COL,50339443,America,235.2012516
11/12/2020,11,12,2020,7778,176,Colombia,CO,COL,50339443,America,237.2374283
10/12/2020,10,12,2020,7523,150,Colombia,CO,COL,50339443,America,240.6502591
9/12/2020,9,12,2020,7510,163,Colombia,CO,COL,50339443,America,242.5851236
8/12/2020,8,12,2020,5997,187,Colombia,CO,COL,50339443,America,242.5950561
7/12/2020,7,12,2020,8854,175,Colombia,CO,COL,50339443,America,243.7174364
6/12/2020,6,12,2020,9642,166,Colombia,CO,COL,50339443,America,241.8699786
5/12/2020,5,12,2020,9285,162,Colombia,CO,COL,50339443,America,236.7189482
4/12/2020,4,12,2020,9233,188,Colombia,CO,COL,50339443,America,234.0748983
3/12/2020,3,12,2020,9297,183,Colombia,CO,COL,50339443,America,230.6064451
2/12/2020,2,12,2020,7986,168,Colombia,CO,COL,50339443,America,225.7951086
1/12/2020,1,12,2020,8430,182,Colombia,CO,COL,50339443,America,221.6730924
31/07/2020,31,7,2020,1377,16,France,FR,FRA,67012883,Europe,19.00380857
30/07/2020,30,7,2020,1392,15,France,FR,FRA,67012883,Europe,17.7458415
29/07/2020,29,7,2020,725,14,France,FR,FRA,67012883,Europe,17.05194507
28/07/2020,28,7,2020,2551,17,France,FR,FRA,67012883,Europe,15.97006355
27/07/2020,27,7,2020,0,0,France,FR,FRA,67012883,Europe,14.5882397
26/07/2020,26,7,2020,0,0,France,FR,FRA,67012883,Europe,14.5882397
25/07/2020,25,7,2020,1130,10,France,FR,FRA,67012883,Europe,14.5882397
24/07/2020,24,7,2020,1062,10,France,FR,FRA,67012883,Europe,13.88389752
23/07/2020,23,7,2020,998,7,France,FR,FRA,67012883,Europe,13.2258151
22/07/2020,22,7,2020,584,0,France,FR,FRA,67012883,Europe,12.72591123
21/07/2020,21,7,2020,2080,13,France,FR,FRA,67012883,Europe,12.56325593
20/07/2020,20,7,2020,0,0,France,FR,FRA,67012883,Europe,11.51121942
19/07/2020,19,7,2020,0,0,France,FR,FRA,67012883,Europe,11.51121942
18/07/2020,18,7,2020,836,14,France,FR,FRA,67012883,Europe,11.51121942
17/07/2020,17,7,2020,534,18,France,FR,FRA,67012883,Europe,11.13218782
16/07/2020,16,7,2020,927,91,France,FR,FRA,67012883,Europe,11.31871912
15/07/2020,15,7,2020,0,0,France,FR,FRA,67012883,Europe,11.30528887
14/07/2020,14,7,2020,1625,25,France,FR,FRA,67012883,Europe,12.11259632
13/07/2020,13,7,2020,0,0,France,FR,FRA,67012883,Europe,11.66342896
12/7/2020,12,7,2020,0,0,France,FR,FRA,67012883,Europe,11.66342896
11/7/2020,11,7,2020,658,25,France,FR,FRA,67012883,Europe,11.66342896
10/7/2020,10,7,2020,621,14,France,FR,FRA,67012883,Europe,13.05122181
9/7/2020,9,7,2020,663,32,France,FR,FRA,67012883,Europe,12.12453432
8/7/2020,8,7,2020,475,13,France,FR,FRA,67012883,Europe,11.2560446
7/7/2020,7,7,2020,1375,27,France,FR,FRA,67012883,Europe,11.31871912
6/7/2020,6,7,2020,0,0,France,FR,FRA,67012883,Europe,9.82348424
5/7/2020,5,7,2020,0,0,France,FR,FRA,67012883,Europe,10.24728335
4/7/2020,4,7,2020,582,18,France,FR,FRA,67012883,Europe,11.20381584
3/7/2020,3,7,2020,659,14,France,FR,FRA,67012883,Europe,11.54554118
2/7/2020,2,7,2020,918,18,France,FR,FRA,67012883,Europe,11.2590291
1/7/2020,1,7,2020,541,30,France,FR,FRA,67012883,Europe,10.57259393
31/08/2020,31,8,2020,5413,4,France,FR,FRA,67012883,Europe,88.65011822
30/08/2020,30,8,2020,5453,6,France,FR,FRA,67012883,Europe,85.07170181
29/08/2020,29,8,2020,7379,20,France,FR,FRA,67012883,Europe,81.87380925
28/08/2020,28,8,2020,6111,32,France,FR,FRA,67012883,Europe,75.10943829
27/08/2020,27,8,2020,5429,0,France,FR,FRA,67012883,Europe,69.97311248
26/08/2020,26,8,2020,3304,16,France,FR,FRA,67012883,Europe,65.63812513
25/08/2020,25,8,2020,1955,15,France,FR,FRA,67012883,Europe,62.79240366
24/08/2020,24,8,2020,4897,1,France,FR,FRA,67012883,Europe,67.11843751
23/08/2020,23,8,2020,3602,9,France,FR,FRA,67012883,Europe,59.81088741
22/08/2020,22,8,2020,4586,23,France,FR,FRA,67012883,Europe,54.43580155
21/08/2020,21,8,2020,4771,12,France,FR,FRA,67012883,Europe,51.00661018
20/08/2020,20,8,2020,3776,17,France,FR,FRA,67012883,Europe,46.28065323
19/08/2020,19,8,2020,2238,22,France,FR,FRA,67012883,Europe,43.17528019
18/08/2020,18,8,2020,493,19,France,FR,FRA,67012883,Europe,41.38607199
17/08/2020,17,8,2020,3015,1,France,FR,FRA,67012883,Europe,45.68822983
16/08/2020,16,8,2020,3310,3,France,FR,FRA,67012883,Europe,41.18909494
15/08/2020,15,8,2020,2846,18,France,FR,FRA,67012883,Europe,36.24974619
14/08/2020,14,8,2020,2669,17,France,FR,FRA,67012883,Europe,34.01137062
13/08/2020,13,8,2020,2524,17,France,FR,FRA,67012883,Europe,32.08338313
12/8/2020,12,8,2020,1397,14,France,FR,FRA,67012883,Europe,30.3941557
11/8/2020,11,8,2020,4854,16,France,FR,FRA,67012883,Europe,29.39136345
10/8/2020,10,8,2020,0,0,France,FR,FRA,67012883,Europe,25.95471083
9/8/2020,9,8,2020,0,0,France,FR,FRA,67012883,Europe,25.95471083
8/8/2020,8,8,2020,2288,12,France,FR,FRA,67012883,Europe,25.95471083
7/8/2020,7,8,2020,1604,7,France,FR,FRA,67012883,Europe,24.22668489
6/8/2020,6,8,2020,1695,9,France,FR,FRA,67012883,Europe,23.41788518
5/8/2020,5,8,2020,1039,2,France,FR,FRA,67012883,Europe,22.37778667
4/8/2020,4,8,2020,3376,29,France,FR,FRA,67012883,Europe,21.69881275
3/8/2020,3,8,2020,0,0,France,FR,FRA,67012883,Europe,19.76485626
2/8/2020,2,8,2020,0,0,France,FR,FRA,67012883,Europe,19.76485626
1/8/2020,1,8,2020,1346,11,France,FR,FRA,67012883,Europe,19.76485626
30/06/2020,30,6,2020,1324,35,France,FR,FRA,67012883,Europe,10.2786206
29/06/2020,29,6,2020,0,0,France,FR,FRA,67012883,Europe,8.52970316
28/06/2020,28,6,2020,0,0,France,FR,FRA,67012883,Europe,9.13704907
27/06/2020,27,6,2020,1588,26,France,FR,FRA,67012883,Europe,9.92197276
26/06/2020,26,6,2020,0,21,France,FR,FRA,67012883,Europe,8.63565294
25/06/2020,25,6,2020,81,11,France,FR,FRA,67012883,Europe,9.26985935
24/06/2020,24,6,2020,517,57,France,FR,FRA,67012883,Europe,9.96226352
23/06/2020,23,6,2020,373,23,France,FR,FRA,67012883,Europe,9.79214698
22/06/2020,22,6,2020,284,7,France,FR,FRA,67012883,Europe,9.55040242
21/06/2020,21,6,2020,641,16,France,FR,FRA,67012883,Europe,9.63844519
20/06/2020,20,6,2020,811,14,France,FR,FRA,67012883,Europe,9.54592567
19/06/2020,19,6,2020,467,28,France,FR,FRA,67012883,Europe,9.24747559
18/06/2020,18,6,2020,458,28,France,FR,FRA,67012883,Europe,9.69515071
17/06/2020,17,6,2020,344,111,France,FR,FRA,67012883,Europe,9.53697217
16/06/2020,16,6,2020,152,29,France,FR,FRA,67012883,Europe,7.88057425
15/06/2020,15,6,2020,407,9,France,FR,FRA,67012883,Europe,8.15813282
14/06/2020,14,6,2020,526,24,France,FR,FRA,67012883,Europe,7.93429526
13/06/2020,13,6,2020,726,28,France,FR,FRA,67012883,Europe,9.87720525
12/6/2020,12,6,2020,425,27,France,FR,FRA,67012883,Europe,9.68470495
11/6/2020,11,6,2020,545,23,France,FR,FRA,67012883,Europe,14.01223105
10/6/2020,10,6,2020,403,87,France,FR,FRA,67012883,Europe,13.48397442
9/6/2020,9,6,2020,211,54,France,FR,FRA,67012883,Europe,13.29445862
8/6/2020,8,6,2020,343,13,France,FR,FRA,67012883,Europe,13.51381942
7/6/2020,7,6,2020,579,31,France,FR,FRA,67012883,Europe,13.17358634
6/6/2020,6,6,2020,611,46,France,FR,FRA,67012883,Europe,12.66771346
5/6/2020,5,6,2020,767,44,France,FR,FRA,67012883,Europe,12.35732538
4/6/2020,4,6,2020,352,81,France,FR,FRA,67012883,Europe,11.68730496
3/6/2020,3,6,2020,-766,107,France,FR,FRA,67012883,Europe,11.78579349
2/6/2020,2,6,2020,338,31,France,FR,FRA,67012883,Europe,13.71079647
1/6/2020,1,6,2020,257,31,France,FR,FRA,67012883,Europe,13.94060303
31/05/2020,31,5,2020,1828,57,France,FR,FRA,67012883,Europe,13.73616473
30/05/2020,30,5,2020,597,52,France,FR,FRA,67012883,Europe,11.56344818
29/05/2020,29,5,2020,3325,66,France,FR,FRA,67012883,Europe,11.51271167
28/05/2020,28,5,2020,191,66,France,FR,FRA,67012883,Europe,7.4791589
27/05/2020,27,5,2020,276,98,France,FR,FRA,67012883,Europe,7.95071001
26/05/2020,26,5,2020,358,65,France,FR,FRA,67012883,Europe,8.59536218
25/05/2020,25,5,2020,115,35,France,FR,FRA,67012883,Europe,8.74160272
24/05/2020,24,5,2020,240,43,France,FR,FRA,67012883,Europe,8.88187425
23/05/2020,23,5,2020,403,74,France,FR,FRA,67012883,Europe,9.16987857
22/05/2020,22,5,2020,318,83,France,FR,FRA,67012883,Europe,9.52652641
21/05/2020,21,5,2020,418,110,France,FR,FRA,67012883,Europe,9.99061628
20/05/2020,20,5,2020,524,125,France,FR,FRA,67012883,Europe,15.60893896
19/05/2020,19,5,2020,492,186,France,FR,FRA,67012883,Europe,16.47444418
18/05/2020,18,5,2020,120,68,France,FR,FRA,67012883,Europe,16.59979321
17/05/2020,17,5,2020,372,88,France,FR,FRA,67012883,Europe,16.88033628
16/05/2020,16,5,2020,563,130,France,FR,FRA,67012883,Europe,17.51006594
15/05/2020,15,5,2020,622,351,France,FR,FRA,67012883,Europe,17.5712482
14/05/2020,14,5,2020,507,83,France,FR,FRA,67012883,Europe,18.34274165
13/05/2020,13,5,2020,708,348,France,FR,FRA,67012883,Europe,19.98421706
12/5/2020,12,5,2020,456,263,France,FR,FRA,67012883,Europe,20.51695045
11/5/2020,11,5,2020,209,70,France,FR,FRA,67012883,Europe,21.61972348
10/5/2020,10,5,2020,433,80,France,FR,FRA,67012883,Europe,21.99577057
9/5/2020,9,5,2020,642,243,France,FR,FRA,67012883,Europe,23.64321499
8/5/2020,8,5,2020,629,178,France,FR,FRA,67012883,Europe,25.33095017
7/5/2020,7,5,2020,4183,278,France,FR,FRA,67012883,Europe,26.85901456
6/5/2020,6,5,2020,1104,330,France,FR,FRA,67012883,Europe,23.34327267
5/5/2020,5,5,2020,576,306,France,FR,FRA,67012883,Europe,25.67566001
4/5/2020,4,5,2020,308,135,France,FR,FRA,67012883,Europe,27.87672931
3/5/2020,3,5,2020,794,166,France,FR,FRA,67012883,Europe,28.58853275
2/5/2020,2,5,2020,604,218,France,FR,FRA,67012883,Europe,31.23727717
1/5/2020,1,5,2020,1139,289,France,FR,FRA,67012883,Europe,30.94031934
30/04/2020,30,4,2020,1607,427,France,FR,FRA,67012883,Europe,33.18167941
29/04/2020,29,4,2020,1065,367,France,FR,FRA,67012883,Europe,34.7127283
28/04/2020,28,4,2020,1195,437,France,FR,FRA,67012883,Europe,41.32638197
27/04/2020,27,4,2020,461,242,France,FR,FRA,67012883,Europe,43.53192803
26/04/2020,26,4,2020,1537,369,France,FR,FRA,67012883,Europe,45.25100047
25/04/2020,25,4,2020,1773,389,France,FR,FRA,67012883,Europe,47.60427931
24/04/2020,24,4,2020,1653,516,France,FR,FRA,67012883,Europe,51.43787054
23/04/2020,23,4,2020,1827,544,France,FR,FRA,67012883,Europe,55.36696578
22/04/2020,22,4,2020,2667,531,France,FR,FRA,67012883,Europe,58.43204806
21/04/2020,21,4,2020,2051,547,France,FR,FRA,67012883,Europe,60.08844598
20/04/2020,20,4,2020,785,395,France,FR,FRA,67012883,Europe,62.86552393
19/04/2020,19,4,2020,2569,642,France,FR,FRA,67012883,Europe,64.48909234
18/04/2020,18,4,2020,405,761,France,FR,FRA,67012883,Europe,67.02293349
17/04/2020,17,4,2020,2641,753,France,FR,FRA,67012883,Europe,74.22751831
16/04/2020,16,4,2020,2633,1438,France,FR,FRA,67012883,Europe,73.44408686
15/04/2020,15,4,2020,5497,762,France,FR,FRA,67012883,Europe,76.76882071
14/04/2020,14,4,2020,2673,574,France,FR,FRA,67012883,Europe,79.87419374
13/04/2020,13,4,2020,1613,561,France,FR,FRA,67012883,Europe,82.41549614
12/4/2020,12,4,2020,3114,635,France,FR,FRA,67012883,Europe,83.88685501
11/4/2020,11,4,2020,4342,987,France,FR,FRA,67012883,Europe,86.12075383
10/4/2020,10,4,2020,4286,1341,France,FR,FRA,67012883,Europe,85.32538437
9/4/2020,9,4,2020,3881,541,France,FR,FRA,67012883,Europe,84.78220524
8/4/2020,8,4,2020,3777,1417,France,FR,FRA,67012883,Europe,83.36456738
7/4/2020,7,4,2020,3912,833,France,FR,FRA,67012883,Europe,81.37838212
6/4/2020,6,4,2020,1873,518,France,FR,FRA,67012883,Europe,81.2679556
5/4/2020,5,4,2020,4267,1053,France,FR,FRA,67012883,Europe,80.79938898
4/4/2020,4,4,2020,5233,2004,France,FR,FRA,67012883,Europe,77.18814306
3/4/2020,3,4,2020,2116,471,France,FR,FRA,67012883,Europe,71.79216569
2/4/2020,2,4,2020,4861,509,France,FR,FRA,67012883,Europe,71.41164185
1/4/2020,1,4,2020,7578,499,France,FR,FRA,67012883,Europe,66.25293229
31/03/2020,31,3,2020,4376,418,France,FR,FRA,67012883,Europe,56.58165759
30/03/2020,30,3,2020,2599,292,France,FR,FRA,67012883,Europe,51.85719289
29/03/2020,29,3,2020,4611,319,France,FR,FRA,67012883,Europe,49.35767351
28/03/2020,28,3,2020,3809,299,France,FR,FRA,67012883,Europe,43.72741283
27/03/2020,27,3,2020,3922,365,France,FR,FRA,67012883,Europe,39.21484769
26/03/2020,26,3,2020,2931,231,France,FR,FRA,67012883,Europe,34.25013068
25/03/2020,25,3,2020,2446,240,France,FR,FRA,67012883,Europe,30.61799326
24/03/2020,24,3,2020,3838,186,France,FR,FRA,67012883,Europe,27.52306598
23/03/2020,23,3,2020,1559,112,France,FR,FRA,67012883,Europe,22.22259263
22/03/2020,22,3,2020,1847,112,France,FR,FRA,67012883,Europe,20.50799695
21/03/2020,21,3,2020,1617,78,France,FR,FRA,67012883,Europe,17.90551229
20/03/2020,20,3,2020,1861,128,France,FR,FRA,67012883,Europe,15.776071
19/03/2020,19,3,2020,1404,69,France,FR,FRA,67012883,Europe,13.2049236
18/03/2020,18,3,2020,1097,27,France,FR,FRA,67012883,Europe,11.21873834
17/03/2020,17,3,2020,1210,21,France,FR,FRA,67012883,Europe,9.63247619
16/03/2020,16,3,2020,924,36,France,FR,FRA,67012883,Europe,7.89848125
15/03/2020,15,3,2020,838,12,France,FR,FRA,67012883,Europe,6.56440941
14/03/2020,14,3,2020,785,18,France,FR,FRA,67012883,Europe,5.37807036
13/03/2020,13,3,2020,595,13,France,FR,FRA,67012883,Europe,4.23500657
12/3/2020,12,3,2020,497,15,France,FR,FRA,67012883,Europe,3.37845486
11/3/2020,11,3,2020,372,3,France,FR,FRA,67012883,Europe,2.64128317
10/3/2020,10,3,2020,286,11,France,FR,FRA,67012883,Europe,2.08915053
9/3/2020,9,3,2020,410,9,France,FR,FRA,67012883,Europe,1.66236692
8/3/2020,8,3,2020,103,1,France,FR,FRA,67012883,Europe,1.05054427
7/3/2020,7,3,2020,190,2,France,FR,FRA,67012883,Europe,0.89684248
6/3/2020,6,3,2020,138,3,France,FR,FRA,67012883,Europe,0.61331491
5/3/2020,5,3,2020,73,0,France,FR,FRA,67012883,Europe,0.40738435
4/3/2020,4,3,2020,34,1,France,FR,FRA,67012883,Europe,0.29845008
3/3/2020,3,3,2020,48,1,France,FR,FRA,67012883,Europe,0.24771356
2/3/2020,2,3,2020,30,0,France,FR,FRA,67012883,Europe,0.17608554
1/3/2020,1,3,2020,43,0,France,FR,FRA,67012883,Europe,0.13281028
29/02/2020,29,2,2020,19,0,France,FR,FRA,67012883,Europe,0.06864352
28/02/2020,28,2,2020,21,0,France,FR,FRA,67012883,Europe,0.04029076
27/02/2020,27,2,2020,3,1,France,FR,FRA,67012883,Europe,0.0089535
26/02/2020,26,2,2020,2,0,France,FR,FRA,67012883,Europe,0.00447675
25/02/2020,25,2,2020,0,0,France,FR,FRA,67012883,Europe,0.00149225
24/02/2020,24,2,2020,0,0,France,FR,FRA,67012883,Europe,0.00149225
23/02/2020,23,2,2020,0,0,France,FR,FRA,67012883,Europe,0.00149225
22/02/2020,22,2,2020,0,0,France,FR,FRA,67012883,Europe,0.00149225
21/02/2020,21,2,2020,0,0,France,FR,FRA,67012883,Europe,0.0089535
20/02/2020,20,2,2020,0,0,France,FR,FRA,67012883,Europe,0.0089535
19/02/2020,19,2,2020,0,0,France,FR,FRA,67012883,Europe,0.0089535
18/02/2020,18,2,2020,0,0,France,FR,FRA,67012883,Europe,0.0089535
17/02/2020,17,2,2020,1,0,France,FR,FRA,67012883,Europe,0.0089535
16/02/2020,16,2,2020,0,0,France,FR,FRA,67012883,Europe,0.00746125
15/02/2020,15,2,2020,0,1,France,FR,FRA,67012883,Europe,0.00746125
14/02/2020,14,2,2020,0,0,France,FR,FRA,67012883,Europe,0.00746125
13/02/2020,13,2,2020,0,0,France,FR,FRA,67012883,Europe,0.0089535
12/2/2020,12,2,2020,0,0,France,FR,FRA,67012883,Europe,0.01044575
11/2/2020,11,2,2020,0,0,France,FR,FRA,67012883,Europe,0.011938
10/2/2020,10,2,2020,0,0,France,FR,FRA,67012883,Europe,0.011938
9/2/2020,9,2,2020,0,0,France,FR,FRA,67012883,Europe,0.011938
8/2/2020,8,2,2020,5,0,France,FR,FRA,67012883,Europe,0.011938
7/2/2020,7,2,2020,0,0,France,FR,FRA,67012883,Europe,0.0089535
6/2/2020,6,2,2020,0,0,France,FR,FRA,67012883,Europe,0.0089535
5/2/2020,5,2,2020,0,0,France,FR,FRA,67012883,Europe,0.0089535
4/2/2020,4,2,2020,0,0,France,FR,FRA,67012883,Europe,0.0089535
3/2/2020,3,2,2020,0,0,France,FR,FRA,67012883,Europe,0.0089535
2/2/2020,2,2,2020,0,0,France,FR,FRA,67012883,Europe,0.0089535
1/2/2020,1,2,2020,0,0,France,FR,FRA,67012883,Europe,0.0089535
31/01/2020,31,1,2020,1,0,France,FR,FRA,67012883,Europe,0.0089535
30/01/2020,30,1,2020,1,0,France,FR,FRA,67012883,Europe,0.00746125
29/01/2020,29,1,2020,1,0,France,FR,FRA,67012883,Europe,0.005969
28/01/2020,28,1,2020,0,0,France,FR,FRA,67012883,Europe,0.00447675
27/01/2020,27,1,2020,0,0,France,FR,FRA,67012883,Europe,0.00447675
26/01/2020,26,1,2020,0,0,France,FR,FRA,67012883,Europe,0.00447675
25/01/2020,25,1,2020,3,0,France,FR,FRA,67012883,Europe,0.00447675
24/01/2020,24,1,2020,0,0,France,FR,FRA,67012883,Europe,0
23/01/2020,23,1,2020,0,0,France,FR,FRA,67012883,Europe,0
22/01/2020,22,1,2020,0,0,France,FR,FRA,67012883,Europe,0
21/01/2020,21,1,2020,0,0,France,FR,FRA,67012883,Europe,0
20/01/2020,20,1,2020,0,0,France,FR,FRA,67012883,Europe,0
19/01/2020,19,1,2020,0,0,France,FR,FRA,67012883,Europe,0
18/01/2020,18,1,2020,0,0,France,FR,FRA,67012883,Europe,0
17/01/2020,17,1,2020,0,0,France,FR,FRA,67012883,Europe,0
16/01/2020,16,1,2020,0,0,France,FR,FRA,67012883,Europe,0
15/01/2020,15,1,2020,0,0,France,FR,FRA,67012883,Europe,0
14/01/2020,14,1,2020,0,0,France,FR,FRA,67012883,Europe,0
13/01/2020,13,1,2020,0,0,France,FR,FRA,67012883,Europe,0
12/1/2020,12,1,2020,0,0,France,FR,FRA,67012883,Europe,
11/1/2020,11,1,2020,0,0,France,FR,FRA,67012883,Europe,
10/1/2020,10,1,2020,0,0,France,FR,FRA,67012883,Europe,
9/1/2020,9,1,2020,0,0,France,FR,FRA,67012883,Europe,
8/1/2020,8,1,2020,0,0,France,FR,FRA,67012883,Europe,
7/1/2020,7,1,2020,0,0,France,FR,FRA,67012883,Europe,
6/1/2020,6,1,2020,0,0,France,FR,FRA,67012883,Europe,
5/1/2020,5,1,2020,0,0,France,FR,FRA,67012883,Europe,
4/1/2020,4,1,2020,0,0,France,FR,FRA,67012883,Europe,
3/1/2020,3,1,2020,0,0,France,FR,FRA,67012883,Europe,
2/1/2020,2,1,2020,0,0,France,FR,FRA,67012883,Europe,
1/1/2020,1,1,2020,0,0,France,FR,FRA,67012883,Europe,
30/09/2020,30,9,2020,8051,85,France,FR,FRA,67012883,Europe,232.1732673
29/09/2020,29,9,2020,4070,81,France,FR,FRA,67012883,Europe,231.8763095
28/09/2020,28,9,2020,11123,27,France,FR,FRA,67012883,Europe,234.9921283
27/09/2020,27,9,2020,14412,39,France,FR,FRA,67012883,Europe,229.1126618
